text,label
Giá điện thoại từ 7 triệu đến 16 triệu,price_range
Chip có ảnh hưởng đến thời lượng pin không?,chip
Nên chọn 128GB hay 256GB?,storage_question
Camera góc rộng là gì?,camera_question
Điện thoại nào có bộ nhớ 64GB?,storage
Điện thoại nào có camera 12MP?,camera
Điện thoại nào có bộ nhớ 64GB?,storage
Tôi muốn mua điện thoại khoảng 9 đến 13 triệu,price_range
Bộ nhớ nhiều để làm gì?,storage_question
Có nên mua điện thoại Benco không?,brand
Xài 64GB có thiếu không?,storage_question
Điện thoại nào dưới 19 triệu?,price_range
"Cần máy chụp ảnh đẹp, camera tầm 108MP",camera
Điện thoại nào dưới 12 triệu?,price_range
"Chip với RAM, cái nào quan trọng hơn?",chip_question
Chip điện thoại ảnh hưởng gì?,chip
Thương hiệu OPPO có uy tín không?,brand
Pin 5000mAh dùng 1 ngày đủ không?,battery
Pin yếu có thay được không?,battery_question
Xài 64GB có thiếu không?,storage_question
Tôi muốn máy có storage 128GB,storage
Tôi muốn mua điện thoại khoảng 4 đến 14 triệu,price_range
"Có máy nào pin 6000mAh, chip MediaTek Dimensity 1200, RAM 8GB không?",multi
"Cần máy chạy mượt, RAM từ 12GB trở lên",ram
Camera 48MP chụp đẹp không?,camera
Snapdragon khác MediaTek không?,chip
Thương hiệu Apple có uy tín không?,brand
Có con nào mới ra của vivo?,brand
Tôi đang tìm máy của Apple,brand
Camera góc rộng là gì?,camera_question
Xài 64GB có thiếu không?,storage_question
Camera là gì?,camera_question
Tôi muốn mua điện thoại khoảng 4 đến 11 triệu,price_range
RAM hay chip quan trọng hơn?,ram_question
Bộ nhớ ngoài có quan trọng?,storage_question
Chip ảnh hưởng đến hiệu năng ra sao?,chip_question
HONOR có hỗ trợ cập nhật phần mềm lâu không?,brand
Tôi muốn máy có storage 128GB,storage
"Có gợi ý máy chip MediaTek Dimensity 1200, RAM 4GB, bộ nhớ 256GB không?",multi
Camera là gì?,camera_question
Camera góc rộng là gì?,camera_question
RAM 12GB có tốt không?,ram_question
Tại sao nhiều người thích chip Snapdragon?,chip
"Tôi cần máy pin 4000mAh, bộ nhớ 512GB, RAM 8GB",multi
Pin 6000mAh dùng được bao lâu?,battery_question
MediaTek có tốt như Snapdragon không?,chip
Điện thoại pin 5000mAh tốt không?,battery
Máy nào có pin 6000mAh?,battery
Giá điện thoại từ 5 triệu đến 14 triệu,price_range
"Cần máy chạy mượt, RAM từ 8GB trở lên",ram
RAM càng cao càng tốt đúng không?,ram_question
128GB đủ xài không?,storage
Chip điện thoại ảnh hưởng gì?,chip
Nên chọn chip mới nhất hay không?,chip_question
"Chip với RAM, cái nào quan trọng hơn?",chip_question
Bộ nhớ ngoài có quan trọng?,storage_question
Nhiều MP hơn có đẹp hơn không?,camera_question
Nhiều MP hơn có đẹp hơn không?,camera_question
"Có máy nào chip MediaTek Dimensity 1200, camera 48MP không?",multi
Tầm giá 9-18 triệu có máy gì ngon?,price_range
Pin với RAM cái nào quan trọng?,battery_question
Chip có ảnh hưởng đến thời lượng pin không?,chip_question
Pin 5000mAh dùng được bao lâu?,battery_question
Máy nào có pin 4000mAh?,battery
Cần pin trâu tầm 6000mAh,battery
Bộ nhớ ngoài có quan trọng?,storage_question
Nên chọn 128GB hay 256GB?,storage_question
Camera góc rộng là gì?,camera_question
Điện thoại nào có RAM 8GB?,ram
Máy nào RAM ít nhất 4GB?,ram
Dung lượng pin có quan trọng không?,battery_question
Điện thoại nào có bộ nhớ 256GB?,storage
Cần pin trâu tầm 5000mAh,battery
Giá điện thoại từ 4 triệu đến 19 triệu,price_range
Camera 108MP chụp đẹp không?,camera
Nokia có máy nào pin trâu không?,brand
Pin 4000mAh dùng được bao lâu?,battery_question
Pin 4000mAh dùng được bao lâu?,battery_question
Xài 64GB có thiếu không?,storage_question
"Điện thoại nào chụp đẹp (camera 64MP), pin tốt (trên 6000mAh)?",multi
RAM 8GB có tốt không?,ram_question
Pin 4000mAh dùng 1 ngày đủ không?,battery
Bộ nhớ ngoài có quan trọng?,storage_question
Chip có liên quan đến tốc độ máy không?,chip
Điện thoại nào dưới 17 triệu?,price_range
Điện thoại nào có bộ nhớ 128GB?,storage
Camera 12MP chụp đẹp không?,camera
Chip có ảnh hưởng đến thời lượng pin không?,chip_question
"Cần máy lưu được nhiều ảnh, tầm 128GB",storage
RAM là gì?,ram_question
Có nên chọn chip mới nhất không?,chip
Xài 64GB có thiếu không?,storage_question
RAM càng cao càng tốt đúng không?,ram_question
RAM 6GB có ổn không?,ram
"Máy có bộ nhớ 256GB, RAM 4GB, giá khoảng 9 triệu?",multi
Camera góc rộng là gì?,camera_question
Dung lượng pin có quan trọng không?,battery_question
Làm sao biết chip nào mạnh hơn?,chip
Pin với RAM cái nào quan trọng?,battery_question
Chip khác nhau có ảnh hưởng đến giá máy không?,chip
RAM hay chip quan trọng hơn?,ram_question
Tầm giá 6-15 triệu có máy gì ngon?,price_range
Xài 64GB có thiếu không?,storage_question
Chip của máy ảnh hưởng đến camera không?,chip
Giá điện thoại từ 6 triệu đến 19 triệu,price_range
"Máy nào có RAM 4GB, bộ nhớ 64GB và pin 3000mAh?",multi
Máy dùng chip yếu có lag không?,chip
Chất lượng điện thoại Viettel thế nào?,brand
"Cần máy chạy mượt, RAM từ 4GB trở lên",ram
Máy nào RAM ít nhất 4GB?,ram
Máy nào RAM ít nhất 4GB?,ram
Điện thoại nào có camera 12MP?,camera
Điện thoại nào có camera 64MP?,camera
Xài 64GB có thiếu không?,storage_question
TCL có dòng máy nào giá rẻ?,brand
Camera 64MP khác gì 108MP?,camera_question
"Pin 4000mAh, RAM 6GB, chip Snapdragon 8 Gen 1 có chơi game tốt không?",multi
Tôi muốn máy có storage 128GB,storage
Có máy nào của TCL không?,brand
Tôi muốn máy có storage 128GB,storage
Chip khác nhau có ảnh hưởng đến giá máy không?,chip
RAM càng cao càng tốt đúng không?,ram_question
"Cần máy lưu được nhiều ảnh, tầm 512GB",storage
Camera là gì?,camera_question
Camera 108MP chụp đẹp không?,camera
Máy nào có pin 6000mAh?,battery
"Có con nào RAM 4GB, pin 6000mAh và giá mềm không?",multi
Pin yếu có thay được không?,battery_question
Điện thoại pin 3000mAh tốt không?,battery
RAM 12GB có tốt không?,ram_question
Máy nào có pin 6000mAh?,battery
Máy nào RAM ít nhất 12GB?,ram
Dung lượng pin có quan trọng không?,battery_question
Chip khác nhau có ảnh hưởng đến giá máy không?,chip
128GB đủ xài không?,storage
Pin 3000mAh dùng được bao lâu?,battery_question
Pin 6000mAh dùng được bao lâu?,battery_question
Camera 64MP khác gì 108MP?,camera_question
Camera 48MP chụp đẹp không?,camera
RAM 8GB có ổn không?,ram
Giá điện thoại từ 4 triệu đến 20 triệu,price_range
Tôi muốn mua điện thoại khoảng 9 đến 15 triệu,price_range
"Tôi muốn máy pin 3000mAh, RAM 4GB, giá dưới 6 triệu",multi
"Cần máy lưu được nhiều ảnh, tầm 512GB",storage
Xài 64GB có thiếu không?,storage_question
Làm sao biết chip nào mạnh hơn?,chip
Tầm giá 3-18 triệu có máy gì ngon?,price_range
RAM hay chip quan trọng hơn?,ram_question
Xài 64GB có thiếu không?,storage_question
Xài 64GB có thiếu không?,storage_question
RAM 12GB có tốt không?,ram_question
"Chip với RAM, cái nào quan trọng hơn?",chip_question
Máy nào có pin 5000mAh?,battery
Cần pin trâu tầm 5000mAh,battery
Điện thoại nào dưới 11 triệu?,price_range
Chất lượng điện thoại Benco thế nào?,brand
Camera góc rộng là gì?,camera_question
"Cần điện thoại chơi game tốt (chip Snapdragon 8 Gen 1), pin 4000mAh, RAM 8GB",multi
Điện thoại nào dưới 14 triệu?,price_range
Bộ nhớ ngoài có quan trọng?,storage_question
Chip Apple có mạnh hơn Snapdragon không?,chip
Pin với RAM cái nào quan trọng?,battery_question
Cần pin trâu tầm 3000mAh,battery
Tôi muốn máy có storage 128GB,storage
Điện thoại pin 4000mAh tốt không?,battery
"Cần máy lưu được nhiều ảnh, tầm 256GB",storage
Nên chọn 128GB hay 256GB?,storage_question
Chip Snapdragon có bền không?,chip
Nokia thường ra mắt máy mới tháng mấy?,brand
Có nên chọn chip mới nhất không?,chip
"Máy nào có RAM 4GB, bộ nhớ 128GB và pin 5000mAh?",multi
Pin 3000mAh dùng được bao lâu?,battery_question
Tại sao nhiều người thích chip Snapdragon?,chip
Điện thoại pin 4000mAh tốt không?,battery
Chip nào tốt cho chơi game?,chip_question
RAM 4GB có tốt không?,ram_question
Máy nào có pin 4000mAh?,battery
Máy nào có pin 6000mAh?,battery
Pin 5000mAh dùng được bao lâu?,battery_question
"Điện thoại nào có pin 3000mAh, camera 108MP và giá khoảng 14 triệu?",multi
Nên chọn chip mới nhất hay không?,chip_question
"Cần máy chạy mượt, RAM từ 8GB trở lên",ram
Camera bao nhiêu MP là tốt?,camera
Pin 5000mAh dùng 1 ngày đủ không?,battery
Điện thoại nào có RAM 6GB?,ram
Itel có máy nào mới?,brand
"Cần máy chụp ảnh đẹp, camera tầm 64MP",camera
RAM là gì?,ram_question
"Máy có bộ nhớ 256GB, RAM 8GB, giá khoảng 18 triệu?",multi
Nên chọn chip mới nhất hay không?,chip_question
Điện thoại nào có camera 108MP?,camera
Chip có liên quan đến tốc độ máy không?,chip
Dung lượng pin có quan trọng không?,battery_question
Camera 48MP chụp đẹp không?,camera
"Máy có camera 48MP, RAM 6GB và chip Snapdragon 8 Gen 1 có đáng mua?",multi
"Cần máy chạy mượt, RAM từ 6GB trở lên",ram
Tôi muốn máy có storage 128GB,storage
Camera 64MP khác gì 108MP?,camera_question
Nhiều MP hơn có đẹp hơn không?,camera_question
Camera bao nhiêu MP là tốt?,camera
"Cần máy chụp ảnh đẹp, camera tầm 64MP",camera
"Máy có bộ nhớ 512GB, RAM 6GB, giá khoảng 8 triệu?",multi
Pin 4000mAh dùng được bao lâu?,battery_question
Chip Apple có mạnh hơn Snapdragon không?,chip
Cần pin trâu tầm 5000mAh,battery
"Máy có camera 64MP, RAM 6GB và chip Snapdragon 888 có đáng mua?",multi
Điện thoại pin 5000mAh tốt không?,battery
Chip ảnh hưởng đến hiệu năng ra sao?,chip_question
Chip nào tốt cho chơi game?,chip_question
Xài 64GB có thiếu không?,storage_question
Chip khác nhau có ảnh hưởng đến giá máy không?,chip
Camera bao nhiêu MP là tốt?,camera
RAM 6GB có ổn không?,ram
"Cần máy lưu được nhiều ảnh, tầm 128GB",storage
Chip Snapdragon khác MediaTek thế nào?,chip_question
Camera là gì?,camera_question
Pin 3000mAh dùng được bao lâu?,battery_question
RAM 6GB có tốt không?,ram_question
128GB đủ xài không?,storage
Bộ nhớ nhiều để làm gì?,storage_question
Máy nào có pin 4000mAh?,battery
Tôi muốn mua điện thoại khoảng 10 đến 15 triệu,price_range
RAM 6GB có tốt không?,ram_question
Pin 4000mAh dùng 1 ngày đủ không?,battery
Điện thoại nào có RAM 6GB?,ram
RAM là gì?,ram_question
Tôi muốn mua điện thoại khoảng 9 đến 16 triệu,price_range
Nhiều MP hơn có đẹp hơn không?,camera_question
RAM là gì?,ram_question
Camera góc rộng là gì?,camera_question
Camera góc rộng là gì?,camera_question
128GB đủ xài không?,storage
RAM là gì?,ram_question
RAM hay chip quan trọng hơn?,ram_question
"Máy nào RAM 4GB, chip Snapdragon 888, giá dưới 19 triệu?",multi
Chip Snapdragon có bền không?,chip
"Chip với RAM, cái nào quan trọng hơn?",chip_question
Giá điện thoại từ 7 triệu đến 11 triệu,price_range
Camera 108MP chụp đẹp không?,camera
RAM càng cao càng tốt đúng không?,ram_question
Itel có hỗ trợ cập nhật phần mềm lâu không?,brand
Camera 64MP khác gì 108MP?,camera_question
Pin với RAM cái nào quan trọng?,battery_question
Camera 64MP chụp đẹp không?,camera
"Có máy nào pin 4000mAh, chip Snapdragon 888, RAM 8GB không?",multi
Pin yếu có thay được không?,battery_question
"Chip với RAM, cái nào quan trọng hơn?",chip_question
Pin 6000mAh dùng 1 ngày đủ không?,battery
Pin yếu có thay được không?,battery_question
RAM càng cao càng tốt đúng không?,ram_question
Xài 64GB có thiếu không?,storage_question
Camera là gì?,camera_question
Tôi muốn máy có storage 64GB,storage
Có con nào mới ra của OPPO?,brand
Camera bao nhiêu MP là tốt?,camera
Máy nào RAM ít nhất 12GB?,ram
128GB đủ xài không?,storage
Camera 12MP chụp đẹp không?,camera
Camera 12MP chụp đẹp không?,camera
Chip ảnh hưởng đến hiệu năng ra sao?,chip_question
Pin 6000mAh dùng được bao lâu?,battery_question
Chip có ảnh hưởng đến thời lượng pin không?,chip
Điện thoại nào có bộ nhớ 128GB?,storage
Làm sao biết chip nào mạnh hơn?,chip
Dung lượng pin có quan trọng không?,battery_question
Pin với RAM cái nào quan trọng?,battery_question
Tầm giá 9-19 triệu có máy gì ngon?,price_range
Điện thoại pin 3000mAh tốt không?,battery
Thương hiệu Xiaomi có uy tín không?,brand
RAM càng cao càng tốt đúng không?,ram_question
Có nên chọn chip mới nhất không?,chip
Có con nào mới ra của Apple?,brand
Điện thoại nào có camera 12MP?,camera
"Cần máy chạy mượt, RAM từ 4GB trở lên",ram
vivo thường ra mắt máy mới tháng mấy?,brand
Tôi thích thiết kế máy của Tecno,brand
Điện thoại nào có camera 108MP?,camera
Dung lượng pin có quan trọng không?,battery_question
Bộ nhớ ngoài có quan trọng?,storage_question
RAM càng cao càng tốt đúng không?,ram_question
Có nên chọn chip mới nhất không?,chip
Bộ nhớ nhiều để làm gì?,storage_question
Tại sao nhiều người thích chip Snapdragon?,chip
"Tôi cần máy dùng chip Snapdragon 888, pin trên 5000mAh và camera đẹp",multi
Tầm giá 3-11 triệu có máy gì ngon?,price_range
Bộ nhớ nhiều để làm gì?,storage_question
Pin với RAM cái nào quan trọng?,battery_question
Pin 5000mAh dùng 1 ngày đủ không?,battery
"Điện thoại nào có pin 4000mAh, camera 48MP và giá khoảng 6 triệu?",multi
Có nên mua điện thoại HONOR không?,brand
Pin với RAM cái nào quan trọng?,battery_question
Điện thoại pin 5000mAh tốt không?,battery
"Điện thoại nào chụp đẹp (camera 64MP), pin tốt (trên 5000mAh)?",multi
Pin 3000mAh dùng được bao lâu?,battery_question
Dung lượng pin có quan trọng không?,battery_question
Điện thoại pin 3000mAh tốt không?,battery
Camera là gì?,camera_question
Tại sao nhiều người thích chip Snapdragon?,chip
Dung lượng pin có quan trọng không?,battery_question
Tầm giá 3-17 triệu có máy gì ngon?,price_range
Chip nào tốt cho chơi game?,chip_question
Máy nào RAM ít nhất 6GB?,ram
Pin với RAM cái nào quan trọng?,battery_question
Camera 12MP chụp đẹp không?,camera
Máy nào có pin 6000mAh?,battery
Chip có ảnh hưởng đến thời lượng pin không?,chip
Tầm giá 7-16 triệu có máy gì ngon?,price_range
RAM 4GB có tốt không?,ram_question
Camera bao nhiêu MP là tốt?,camera
128GB đủ xài không?,storage
RAM 4GB có ổn không?,ram
"Tôi muốn máy pin 5000mAh, RAM 6GB, giá dưới 13 triệu",multi
Chip quan trọng như thế nào trong điện thoại?,chip
"Chip với RAM, cái nào quan trọng hơn?",chip_question
Chip khác nhau có ảnh hưởng đến giá máy không?,chip
"Cần máy chạy mượt, RAM từ 8GB trở lên",ram
Nên chọn 128GB hay 256GB?,storage_question
128GB đủ xài không?,storage
"Cần máy lưu được nhiều ảnh, tầm 512GB",storage
Tôi muốn mua điện thoại khoảng 6 đến 19 triệu,price_range
Camera 12MP chụp đẹp không?,camera
Điện thoại nào có camera 48MP?,camera
Điện thoại nào dưới 19 triệu?,price_range
Camera góc rộng là gì?,camera_question
Điện thoại Masstel có bền không?,brand
Camera là gì?,camera_question
Điện thoại nào dưới 16 triệu?,price_range
Máy nào RAM ít nhất 4GB?,ram
Điện thoại nào có bộ nhớ 128GB?,storage
Bộ nhớ ngoài có quan trọng?,storage_question
RAM hay chip quan trọng hơn?,ram_question
"Có gợi ý máy chip Snapdragon 888, RAM 4GB, bộ nhớ 256GB không?",multi
Chip Exynos có tốt không?,chip
"Tôi cần máy RAM 4GB, giá khoảng 9 triệu, pin lâu",multi
Pin 5000mAh dùng được bao lâu?,battery_question
Camera bao nhiêu MP là tốt?,camera
"Tôi đang tìm máy RAM 8GB, pin trâu, giá dưới 9 triệu",multi
Chip ảnh hưởng đến hiệu năng ra sao?,chip_question
Nhiều MP hơn có đẹp hơn không?,camera_question
Giá điện thoại từ 6 triệu đến 13 triệu,price_range
Apple có máy nào mới?,brand
128GB đủ xài không?,storage
Nhiều MP hơn có đẹp hơn không?,camera_question
"Cần máy lưu được nhiều ảnh, tầm 512GB",storage
Camera là gì?,camera_question
"Cần máy chụp ảnh đẹp, camera tầm 108MP",camera
Tầm giá 3-12 triệu có máy gì ngon?,price_range
Cần pin trâu tầm 6000mAh,battery
Nên chọn 128GB hay 256GB?,storage_question
"Có con nào RAM 6GB, pin 6000mAh và giá mềm không?",multi
Điện thoại pin 4000mAh tốt không?,battery
"Chip với RAM, cái nào quan trọng hơn?",chip_question
Điện thoại pin 3000mAh tốt không?,battery
Điện thoại nào dưới 15 triệu?,price_range
Pin 5000mAh dùng 1 ngày đủ không?,battery
Tôi muốn máy có storage 64GB,storage
Tầm giá 8-17 triệu có máy gì ngon?,price_range
Máy nào có pin 4000mAh?,battery
Điện thoại nào có RAM 6GB?,ram
Camera 64MP khác gì 108MP?,camera_question
Nên chọn chip mới nhất hay không?,chip_question
Masstel thường ra mắt máy mới tháng mấy?,brand
Camera là gì?,camera_question
Giá điện thoại từ 6 triệu đến 15 triệu,price_range
Bộ nhớ ngoài có quan trọng?,storage_question
Điện thoại nào có bộ nhớ 256GB?,storage
Camera góc rộng là gì?,camera_question
"Cần máy chụp ảnh đẹp, camera tầm 12MP",camera
Cần pin trâu tầm 3000mAh,battery
RAM 12GB có tốt không?,ram_question
Camera 12MP chụp đẹp không?,camera
Nhiều MP hơn có đẹp hơn không?,camera_question
Bộ nhớ ngoài có quan trọng?,storage_question
Máy nào có pin 6000mAh?,battery
Chip ảnh hưởng đến hiệu năng ra sao?,chip_question
Giá điện thoại từ 6 triệu đến 15 triệu,price_range
Điện thoại nào có RAM 4GB?,ram
Bộ nhớ nhiều để làm gì?,storage_question
Cần pin trâu tầm 6000mAh,battery
Điện thoại nào dưới 16 triệu?,price_range
Chip điện thoại ảnh hưởng gì?,chip
Pin 5000mAh dùng được bao lâu?,battery_question
"Cần máy chạy mượt, RAM từ 8GB trở lên",ram
"Cần máy lưu được nhiều ảnh, tầm 64GB",storage
RAM càng cao càng tốt đúng không?,ram_question
Giá điện thoại từ 5 triệu đến 15 triệu,price_range
Camera là gì?,camera_question
Pin yếu có thay được không?,battery_question
Nhiều MP hơn có đẹp hơn không?,camera_question
Chip mạnh có giúp chơi game mượt hơn không?,chip
Nên chọn chip mới nhất hay không?,chip_question
Pin 3000mAh với chip Snapdragon 8 Gen 1 có tốt không?,multi
Pin với RAM cái nào quan trọng?,battery_question
Dung lượng pin có quan trọng không?,battery_question
RAM hay chip quan trọng hơn?,ram_question
Điện thoại pin 4000mAh tốt không?,battery
"Tôi muốn chip Snapdragon 8 Gen 1, camera 12MP, pin từ 6000mAh trở lên",multi
Tầm giá 7-17 triệu có máy gì ngon?,price_range
Camera góc rộng là gì?,camera_question
Có con nào mới ra của Nokia?,brand
Chip nào tốt cho chơi game?,chip_question
RAM là gì?,ram_question
"Điện thoại nào pin 4000mAh, chip Snapdragon 888, chụp hình tốt?",multi
Camera 108MP chụp đẹp không?,camera
RAM 12GB có tốt không?,ram_question
Tầm giá 9-18 triệu có máy gì ngon?,price_range
Có con nào mới ra của Samsung?,brand
Chip có ảnh hưởng đến thời lượng pin không?,chip_question
Tôi muốn mua điện thoại khoảng 6 đến 20 triệu,price_range
Dung lượng pin có quan trọng không?,battery_question
Điện thoại nào có RAM 8GB?,ram
MediaTek có tốt như Snapdragon không?,chip
Điện thoại nào có RAM 4GB?,ram
Nên chọn 128GB hay 256GB?,storage_question
"Máy nào camera đẹp (camera 48MP), chip khỏe (chip Snapdragon 8 Gen 1)?",multi
RAM 12GB có ổn không?,ram
Chip có ảnh hưởng đến thời lượng pin không?,chip_question
Pin yếu có thay được không?,battery_question
Nên chọn 128GB hay 256GB?,storage_question
128GB đủ xài không?,storage
Tầm giá 6-14 triệu có máy gì ngon?,price_range
Pin với RAM cái nào quan trọng?,battery_question
"Pin 5000mAh, RAM 8GB, chip MediaTek Dimensity 1200 có chơi game tốt không?",multi
Chip điện thoại là gì?,chip_question
Camera là gì?,camera_question
Nên chọn 128GB hay 256GB?,storage_question
Mobell thường ra mắt máy mới tháng mấy?,brand
128GB đủ xài không?,storage
Có con nào mới ra của Tecno?,brand
Điện thoại nào có camera 12MP?,camera
Giá điện thoại từ 8 triệu đến 19 triệu,price_range
Máy dùng chip yếu có lag không?,chip
Camera 48MP chụp đẹp không?,camera
Xài 64GB có thiếu không?,storage_question
RAM 6GB có ổn không?,ram
Dung lượng pin có quan trọng không?,battery_question
Bộ nhớ nhiều để làm gì?,storage_question
